"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"CRISTAE FORMATION%REACTOME DATABASE ID RELEASE 65%8949613",0.190104166666667,0.609233928779014,-0.472298177558764,-1.22799455366066,72,31,"MTX1, ATP5F1D, ATP5MF, MT-ATP6, MT-ATP8, MICOS10, ATP5ME, ATP5MC1, APOO, ATP5F1E, ATP5PD, ATP5F1C, SAMM50, ATP5PB, TMEM11"
"RAB GERANYLGERANYLATION%REACTOME DATABASE ID RELEASE 65%8873719",0.763754045307443,0.845493608684829,-0.297562967257172,-0.852573771529244,235,65,"RAB43, RAB3A, RAB34, RAB20, RAB40C, RABGGTA, RAB4B, RAB3D, RAB24, RAB15, RAB27A, RAB13"
"ABC TRANSPORTER DISORDERS%REACTOME DATABASE ID RELEASE 65%5619084",0.720229555236729,0.833245708771852,0.315302574865825,0.853546009113921,501,77,"DERL3, UBC, OS9, UBB, DERL2, SEL1L, RPS27A, DERL1, LMBRD1, SEM1, APOA1, PSMF1, ERLIN2, ABCA1, PSME3, UBA52, CFTR, PSMB1, PSMB9"
"RHO GTPASES ACTIVATE WASPS AND WAVES%REACTOME DATABASE ID RELEASE 65%5663213",0.42457231726283,0.728779350705133,0.417946584745044,1.02235860367099,272,35,"NCKAP1L, ABI2, BAIAP2, RAC1, ABI1, WIPF2, MAPK1, ARPC4, PTK2, ACTR2, ACTR3, WASF2, WASF3, WAS"
"SEMA3A PAK DEPENDENT AXON REPULSION%REACTOME DATABASE ID RELEASE 65%399954",0.869565217391304,0.90571309244351,0.338467803205598,0.708351363920849,519,16,"HSP90AB1, PAK2, RAC1, PLXNA1, PLXNA3, PLXNA4"
"SIGNALING BY SCF-KIT%REACTOME%R-HSA-1433557.6",0.569659442724458,0.778442996742671,0.372378925065824,0.921479027275363,367,39,"PIK3R1, GAB2, SOCS6, RAC1, CBL, LCK, VAV1, GRB10"
"MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 65%6791226",0.0231660231660232,0.480864010704557,0.505752549749302,1.51348450387029,17,177,"RPS4Y1, RPS29, RIOK2, RPS16, NOP56, RPL28, RBM28, RPL10, RPS3, NOP14, UTP14C, RPL39, RPS23, RPS6, RPS27A, RPL37, RPL21, LAS1L, RPL30, UTP15, WDR43, NOP58, WDR3, RPLP2, RPL22, RPS18, RPP30, DDX47, RPP14, NOL11, FCF1, KRR1, RPLP0, RPL7, RPL32, EXOSC2, NCL, UTP3, RPL18A, RPS2, RPL22L1, FBL, NOL12, MTREX, RPLP1, RPL13A, RPL3, RPS17, C1D, FAU, UBA52, RPS27, RPL10A, RPS13, RPS3A, RPL27A, RPS12, RPL41, RPS15A, LTV1, RPL26, EXOSC3, RPL19, RPS25, RPS9, RPL11, RIOK3, MPHOSPH10, WDR75, UTP6, RPL13, RPS19, PDCD11, PNO1, RPL4, RPS5, HEATR1"
"RNA POLYMERASE I TRANSCRIPTION%REACTOME DATABASE ID RELEASE 65%73864",0.230205278592375,0.641790429042904,0.44157286319287,1.15646288370608,156,60,"TBP, GATAD2B, CHD4, POLR1F, RBBP4, POLR1D, KAT2B, ERCC6, H2BC5, HDAC1, RBBP7, HDAC2, UBTF, TAF1D, CDK7, H3-3B, TAF1B, POLR1B, ERCC3, ERCC2, POLR1A, POLR1E, CBX3, TAF1A"
"AMYLOID FIBER FORMATION%REACTOME%R-HSA-977225.8",0.316715542521994,0.685870505010807,0.412675555594972,1.08078191129675,215,60,"APOE, SORL1, TTR, UBC, UBB, RPS27A, LTF, CST3, APOA1, BACE1, ADAM10, SIAH2, H2BC5, CALCA, H3-3B, APP, PRKN, UBA52, ITM2B, GGA2"
"JNK (C-JUN KINASES) PHOSPHORYLATION AND ACTIVATION MEDIATED BY ACTIVATED HUMAN TAK1%REACTOME DATABASE ID RELEASE 65%450321",0.538079470198676,0.769250442564472,0.437508427833368,0.944867537696921,324,18,"TAB2, TRAF6, UBE2V1, MAP3K7, RIPK2"
"GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME DATABASE ID RELEASE 65%399721",0.679802955665025,0.812408814589666,0.373026621010371,0.846739694666818,413,25,"DLG1, GRIA2, MYO6, GRIA3, CACNG4, CAMK2A, CAMK2D, GRIA1, CAMK2G"
"REGULATION OF FZD BY UBIQUITINATION%REACTOME%R-HSA-4641263.4",0.505050505050505,0.757571580432364,-0.415032716590078,-0.968723489719018,199,20,"LGR5, FZD6, RSPO4, RSPO3, LGR6, FZD5, FZD4"
"APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176409.5",0.748322147651007,0.844188016911028,-0.285999674875201,-0.84577707203069,222,75,"PSMA6, PSMC4, PSMB10, PSMB4, PSMB3, PSMB5, CCNB1, PSMA1, PSMB8, PTTG1, ANAPC11, PSMD3, PSMB7, UBE2E1, PSMB6, PSMD7, PSMA4, ANAPC1, PSMD8, PSMA7, PSMD13, PSMD9, UBE2C, CDC20, PSMC2, PSMB2, PSMC3"
"TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST%REACTOME%R-HSA-6804114.3",0.574503311258278,0.78035665756011,0.425591473414976,0.919131020039618,346,18,"EP300, SFN, TFDP1, AURKA, RBL1, CDC25C"
"SIGNALING BY LIGAND-RESPONSIVE EGFR VARIANTS IN CANCER%REACTOME DATABASE ID RELEASE 65%5637815",0.0901639344262295,0.530914432363072,0.657496265845794,1.39497122082101,54,17,"PIK3R1, GAB1, EGFR, UBC, UBB, RPS27A, CBL, EGF, UBA52"
"PEPTIDE HORMONE METABOLISM%REACTOME%R-HSA-2980736.5",0.442196531791907,0.735144140893456,0.362375243240209,0.984770707605303,305,80,"PAX6, MME, UCN, EXOC8, SEC11A, CTSZ, TCF7L2, CPE, SEC11C, EXOC5, SLC30A5, CPB1, SPCS2, PCSK1, VAMP2, EXOC7, EXOC4, GZMH"
"REV-MEDIATED NUCLEAR EXPORT OF HIV RNA%REACTOME%R-HSA-165054.4",0.0179738562091503,0.480864010704557,0.686641793713164,1.63364319697017,10,32,"XPO1, RANGAP1, NUP210, NUP214, NUP88, TPR, NUP54, NUP205, NUP50, RAN, NUP155, RCC1, NUP153, NUP42, NUP62, NDC1, NUP93, NUP160, RANBP2, RAE1, NUP35, NUP188"
"DEFECTIVE GALNT12 CAUSES CRCS1%REACTOME DATABASE ID RELEASE 65%5083636",0.64321608040201,0.79668476960587,-0.381279050870776,-0.869755496958795,255,18,"MUC12, MUC21, MUC16, MUC7, GALNT12, MUC6, MUC19"
"FOXO-MEDIATED TRANSCRIPTION OF CELL DEATH GENES%REACTOME%R-HSA-9614657.2",0.244147157190635,0.651746106818198,0.565136165251131,1.18272689356355,145,16,"CREBBP, DDIT3, FOXO1, EP300, NFYC"
"PD-1 SIGNALING%REACTOME%R-HSA-389948.4",0.00991735537190083,0.4625199948519,0.746591797857093,1.69903628852698,5,26,"HLA-DQA1, HLA-DPB1, HLA-DPA1, HLA-DRA, HLA-DRB1, HLA-DQA2, TRBC1, LCK, CD4"
"SIGNALING BY NTRK1 (TRKA)%REACTOME DATABASE ID RELEASE 65%187037",0.49469964664311,0.751920249462783,-0.304874222876494,-0.967114081814714,139,108,"JUNB, ARC, FOS, SRF, MAPK11, DUSP6, EGR1, ID3, NAB2, F3, SHC2, AP2S1, MAPKAPK2, RPS6KA5, CDK5, ID1"
"POLYMERASE SWITCHING ON THE C-STRAND OF THE TELOMERE%REACTOME DATABASE ID RELEASE 65%174411",0.841309823677582,0.886393176453452,-0.301293496819313,-0.746836270156613,333,26,"POLD1, POLD4, TEN1, DSCC1, TINF2, RFC2"
"CARDIOGENESIS%REACTOME%R-HSA-9733709.1",0.354591836734694,0.696818739129611,-0.424322356614357,-1.05624108966311,138,27,"SRF, TBX1, HAND2, MYOCD, LEF1, TBX5, FOXO4, NKX2-5, GATA6"
"ACTIVATION OF HOX GENES DURING DIFFERENTIATION%REACTOME DATABASE ID RELEASE 65%5619507",0.725179856115108,0.834937031827154,0.316853929026851,0.848969071702361,503,70,"PAX6, NCOR1, KMT2C, CREBBP, YY1, NCOA6, RBBP5, PIAS2, EP300, RBBP4, H2BC5, RBBP7, CNOT6, CTCF, EED, RARG, POLR2D, HOXA3, H3-3B, RXRA"
"NUCLEAR IMPORT OF REV PROTEIN%REACTOME%R-HSA-180746.3",0.0161812297734628,0.480864010704557,0.677983873322403,1.61106491137709,9,31,"NUP210, NUP214, NUP88, TPR, NUP54, NPM1, NUP205, NUP50, RAN, NUP155, RCC1, NUP153, NUP42, NUP62, NDC1, NUP93, NUP160, RANBP2, RAE1, NUP35, NUP188"
"DEFECTIVE B3GALT6 CAUSES EDSP2 AND SEMDJL1%REACTOME DATABASE ID RELEASE 65%4420332",0.488448844884488,0.746620616626593,0.443053779022742,0.978159370488618,295,20,"VCAN, BCAN, NCAN, SDC3, SDC2, GPC3, SDC4, SDC1"
"BETA-CATENIN PHOSPHORYLATION CASCADE%REACTOME%R-HSA-196299.3",0.0986622073578595,0.540047577603713,0.670060701666494,1.40231480643052,58,16,"PPP2R5A, PPP2CB, PPP2R1B, CSNK1A1, PPP2R5C"
"SPECIFICATION OF THE NEURAL PLATE BORDER%REACTOME DATABASE ID RELEASE 65%9834899",0.505102040816326,0.757571580432364,-0.430714753934666,-0.966379152281639,197,17,"ZIC1, PAX7, DLX5, TFAP2B"
"CELL-CELL JUNCTION ORGANIZATION%REACTOME DATABASE ID RELEASE 65%421270",0.493548387096774,0.751010357234845,-0.321465022263205,-0.973511816899833,152,80,"ZC3H12A, FOXF1, CLDN5, ADAM33, CDH11, CDH5, F11R, PRDM8, NECTIN2, ANGPTL4, SNAI1, PARD6A, CDH7, CDH24, HEYL, MOV10, JUP, CDH13, ILF3"
"NUCLEAR EVENTS (KINASE AND TRANSCRIPTION FACTOR ACTIVATION)%REACTOME DATABASE ID RELEASE 65%198725",0.109375,0.551675465318426,-0.449140286388611,-1.27591313002383,34,59,"JUNB, ARC, FOS, SRF, MAPK11, DUSP6, EGR1, ID3, NAB2, F3, MAPKAPK2, RPS6KA5, CDK5, ID1"
"DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME DATABASE ID RELEASE 65%3906995",0.105960264900662,0.549821869604179,-0.436217279452095,-1.26273528895154,31,68,"NOTCH3, THSD7A, ADAMTS4, ADAMTS1, ADAMTSL4, THBS1, ADAMTS6, ADAMTS18, NOTCH4, ADAMTS9, ADAMTSL2, ADAMTS10, THSD1, THSD4, MUC12, MUC21, ADAMTS2, MUC16, SPON2, ADAMTS13, SEMA5B, MUC7, ADAMTS12"
"GAMMA CARBOXYLATION, HYPUSINYLATION, HYDROXYLATION, AND ARYLSULFATASE ACTIVATION%REACTOME DATABASE ID RELEASE 65%163841",0.470326409495549,0.742689089210204,0.37603935986642,0.979957074118006,316,57,"ARSF, JMJD6, ASPH, BGLAP, DPH1, RPS23, RPS6, PROS1, DPH5, F10, OGFOD1, U2AF2, JMJD4, ARSI, DNAJC24, RPL27A, DPH3, ZC3H15, GGCX, ARSG, ARSJ, ARSL"
"MITOTIC PROMETAPHASE%REACTOME%R-HSA-68877.7",0.176546391752577,0.599001346935503,0.382170946678832,1.14571108810656,136,183,"XPO1, RANGAP1, CCP110, PPP1CC, CNTRL, PPP2R5A, NEDD1, PDS5A, SDCCAG8, CENPC, PPP2CB, STAG2, PPP2R1B, TUBGCP2, PCM1, BUB1, MAPRE1, CSNK2A1, DYNLL1, RCC2, NINL, PPP2R5C, SPDL1, STAG1, NSL1, HAUS3, CEP78, ALMS1, DYNLL2, PAFAH1B1, TUBGCP4, KIF2A, RAD21, NUDC, RPS27, BIRC5, NUMA1, YWHAE, MIS12, CENPE, INCENP, CEP192, MAD1L1, NUP160"
"TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS%REACTOME%R-HSA-159234.4",0.0260736196319018,0.480864010704557,0.636098945872187,1.58770813573435,16,40,"NUP210, NUP214, NCBP1, NXF1, NUP88, EIF4E, TPR, NUP54, NCBP2, WDR33, SLBP, NUP205, NUP50, NUP155, NUP153, NUP42, NUP62, FIP1L1, NDC1, NUP93, NUP160, RANBP2, RAE1, NUP35, NUP188"
"TRANS-GOLGI NETWORK VESICLE BUDDING%REACTOME DATABASE ID RELEASE 65%199992",0.471942446043165,0.74313367741381,0.362638643347225,0.971643284814082,327,70,"AP1G1, CTSZ, HSPA8, YIPF6, FTL, SNAP23, PICALM, ACBD3, CHMP2A, SH3D19, AP4M1, GBF1, SNX5, VAMP2, SNX2, PIK3C2A, TBC1D8B, SORT1, APP, HIP1R, CLVS2, RAB5C, PUM1, BLOC1S6"
"TOLL LIKE RECEPTOR 5 (TLR5) CASCADE%REACTOME%R-HSA-168176.3",0.53758865248227,0.769250442564472,0.342991747977767,0.946615107737167,378,93,"PELI2, TAB2, MEF2A, PPP2CB, TRAF6, PPP2R1B, UBE2V1, MYD88, UBC, UBB, NLRX1, CREB1, RPS27A, MAP3K7, TNIP2, MAPKAPK3, TLR5, MAPK1, RIPK2, NFKBIB, S100B, BTRC, TRAF2, APP, RPS6KA3, IKBIP, UBA52, HMGB1, MAP2K1, IRAK1, DUSP7, MEF2C"
"DEPOSITION OF NEW CENPA-CONTAINING NUCLEOSOMES AT THE CENTROMERE%REACTOME DATABASE ID RELEASE 65%606279",0.733024691358025,0.837151559400948,0.334632733246647,0.823205786125936,474,36,"CENPC, SMARCA5, RSF1, RBBP4, NPM1, H2BC5, RBBP7, MIS18BP1"
"PROCESSING OF SMDT1%REACTOME DATABASE ID RELEASE 65%8949664",0.0148514851485149,0.480864010704557,-0.753936349682136,-1.66665395498285,5,16,"MICU3, SPG7, MICU1, PMPCA, MCU, MCUB, PHB2, YME1L1, SMDT1, PMPCB, AFG3L2"
"SIGNAL AMPLIFICATION%REACTOME%R-HSA-392518.3",0.586991869918699,0.781998745557182,0.391513959953718,0.909598192748718,360,28,"P2RY1, GNA14, GNA13, GNG12, P2RY12, GNGT1, GNG2, GNG7"
"ACTIVATION OF IRF3, IRF7 MEDIATED BY TBK1, IKBKE%REACTOME%R-HSA-936964.5",0.316949152542373,0.685870505010807,0.542203443404927,1.11298667836958,186,15,"TLR4, LY96, UBC, UBB, RPS27A, TANK"
"ADHERENS JUNCTIONS INTERACTIONS%REACTOME DATABASE ID RELEASE 65%418990",0.18348623853211,0.603582186322316,-0.423595306790289,-1.18260902137234,59,52,"ZC3H12A, FOXF1, ADAM33, CDH11, CDH5, PRDM8, NECTIN2, ANGPTL4, SNAI1, CDH7, CDH24, HEYL, MOV10, JUP, CDH13, ILF3"
"SELENOCYSTEINE SYNTHESIS%REACTOME%R-HSA-2408557.4",0.0242857142857143,0.480864010704557,0.618156408198963,1.69993843576176,16,89,"RPS4Y1, RPS29, RPS16, RPL28, RPL10, RPS3, RPL39, RPS23, RPS6, RPS27A, RPL37, RPL21, RPL30, RPLP2, RPL22, RPS18, RPLP0, RPL7, RPL32, RPL18A, RPS2, RPL22L1, RPLP1, RPL13A, RPL3, RPS17, FAU, UBA52, RPS27, RPL10A, RPS13, RPS3A, RPL27A, RPS12, RPL41, RPS15A, SECISBP2, PSTK, SARS1, RPL26, RPL19, RPS25, RPS9, RPL11, RPL13, RPS19"
"PRIMITIVE STREAK FORMATION%REACTOME DATABASE ID RELEASE 65%9754189",0.444816053511706,0.735170520427468,0.486342029245595,1.01782514166905,265,16,"SOX2, SMAD4, SMAD2, TRIM33, NANOG, FOXH1"
"ASYMMETRIC LOCALIZATION OF PCP PROTEINS%REACTOME%R-HSA-4608870.3",0.425,0.729283765347885,-0.349436976769409,-0.992676988209771,135,59,"PSMA6, PSMC4, PSMB10, PSMB4, PSMB3, PARD6A, PSMB5, PSMA1, PSMB8, PSMD3, FZD5, PSMB7, PSMB6, PSMD7, FZD4, PSMA4, SMURF1, PSMD8, PSMA7, PSMD13, PSMD9, PSMC2, PSMB2, PSMC3"
"MATURATION OF NUCLEOPROTEIN%REACTOME DATABASE ID RELEASE 65%9694631",0.774576271186441,0.8505842881155,0.382314279500062,0.784780519581201,456,15,"SUMO1, CSNK1A1, PARP4, SRPK2, PARP16"
"SUMOYLATION OF DNA METHYLATION PROTEINS%REACTOME%R-HSA-4655427.5",0.711864406779661,0.829789668587596,0.409526059573334,0.840638425104786,419,15,"SUMO1, PHC1, DNMT3A, PHC3, BMI1"
"COPI-INDEPENDENT GOLGI-TO-ER RETROGRADE TRAFFIC%REACTOME%R-HSA-6811436.2",0.0542264752791069,0.512973552854394,0.593540296763874,1.42602800335781,33,33,"AGPAT3, CAPZB, GALNT1, PLA2G6, DYNLL1, DCTN5, PAFAH1B3, DYNLL2, BICD2, PAFAH1B1, RAB3GAP2, RAB3GAP1, CAPZA2"
"TNFR1-INDUCED PROAPOPTOTIC SIGNALING%REACTOME%R-HSA-5357786.6",0.478371501272265,0.746520687717437,-0.407674896906191,-0.973516846990634,187,23,"TNFAIP3, BIRC3, IKBKE, TRADD, SHARPIN"
"CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.4",0.792717086834734,0.858663065639621,0.295022053290887,0.825018254714373,565,99,"CENPC, CCNA2, CTC1, CCNA1, ATRX, SMARCA5, RPA2, RSF1, RBBP4, PPP6R3, NPM1, RTEL1, NHP2, H2BC5, RBBP7, DAXX, TERF1, RPA1, POLR2D, MIS18BP1, H3-3B, SHQ1, RFC1, TERF2, PPP6C"
"CHOLESTEROL BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 65%191273",0.0458015267175573,0.510812231247014,-0.607049512410709,-1.48257373499263,17,25,"EBP, DHCR7, MVK, LSS, FDFT1, MVD, ACAT2, IDI1, DHCR24"
"TOLL LIKE RECEPTOR 4 (TLR4) CASCADE%REACTOME%R-HSA-166016.4",0.566982408660352,0.776852367770142,0.318630492323312,0.926632264469688,418,134,"TLR4, PELI2, LY86, TAB2, PLCG2, MEF2A, ITGB2, PPP2CB, LY96, TRAF6, PPP2R1B, UBE2V1, MYD88, UBC, UBB, NLRX1, CD180, CREB1, CD36, RPS27A, TLR1, MAP3K7, UBE2D3, TNIP2, MAPKAPK3, TANK, MAPK1, RIPK2, NFKBIB, S100B, BTRC, TRAF2, IRAK3, APP, RPS6KA3, PTPN4, BPI, IKBIP, UBA52, DNM3, HMGB1, MAP2K1, DNM2, IRAK1, DUSP7"
"NUCLEAR ENVELOPE (NE) REASSEMBLY%REACTOME%R-HSA-2995410.7",0.271942446043165,0.668320866022015,0.410123522107342,1.09766346542081,188,69,"RANGAP1, SUMO1, SPAST, BANF1, PPP2R2A, TNPO1, CHMP4A, CHMP2A, NUP54, LEMD3, IST1, NUP205, RAN, NUP155, RCC1, NUP62"
"REGULATION OF HOMOTYPIC CELL-CELL ADHESION%REACTOME DATABASE ID RELEASE 65%9759476",0.142480211081794,0.558850926918952,-0.505942065806319,-1.2754244530228,53,29,"ZC3H12A, FOXF1, ADAM33, CDH11, PRDM8, ANGPTL4, SNAI1, CDH24, HEYL, MOV10, JUP, ILF3"
"TERMINATION OF O-GLYCAN BIOSYNTHESIS%REACTOME%R-HSA-977068.4",0.208651399491094,0.62689485835746,-0.490627359825387,-1.19824037821443,81,25,"ST3GAL3, ST6GALNAC4, MUC12, MUC21, MUC16, MUC7"
"RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.4",0.0925925925925926,0.530914432363072,0.461087749446784,1.29094261190788,64,103,"XPO1, RANGAP1, PPP1CC, PPP2R5A, PDS5A, CENPC, PPP2CB, STAG2, PPP2R1B, BUB1, MAPRE1, DYNLL1, RCC2, PPP2R5C, SPDL1, STAG1, NSL1, DYNLL2, PAFAH1B1, KIF2A, RAD21, NUDC, RPS27, BIRC5, MIS12, CENPE, INCENP, MAD1L1, NUP160, WAPL, AHCTF1, RANBP2"
"ASSEMBLY OF THE ORC COMPLEX AT THE ORIGIN OF REPLICATION%REACTOME%R-HSA-68616.6",0.881909547738693,0.911292808582667,-0.306301525067058,-0.698720358607448,350,18,"H2AJ, H2BC11, H2AC6, H2AX, ORC1"
"NEGATIVE REGULATION OF MAPK PATHWAY%REACTOME%R-HSA-5675221.6",0.672281776416539,0.807482828854777,0.343654779026646,0.86609407458578,438,42,"PPP2R5A, PPP5C, PPP2CB, PPP2R1B, UBC, UBB, DUSP10, RPS27A, DUSP9, BRAP, PPP2R5C, MAPK1, PAQR3, UBA52, PTPN7, MAP2K1, DUSP7, BRAF, YWHAB, PTPN3, NRAS"
"NEUROTRANSMITTER RECEPTORS AND POSTSYNAPTIC SIGNAL TRANSMISSION%REACTOME DATABASE ID RELEASE 65%112314",0.35370611183355,0.696818739129611,0.346774856174736,1.03380217397664,271,168,"ADCY7, GABRB3, GRIK4, CHRNA2, CHRNA5, DLG1, GRIA2, CREB1, RAC1, KCNJ16, ADCY2, GRIN2A, CASK, GNG12, PRKAA2, KCNJ4, LIN7C, PRKAA1, DLG2, GABRA2, MYO6, GLRA3, MAPK1, CHRNE, GABRB1, ADCY5, GRIA3, PRKAB2, CAMKK1, KCNJ2, GABRQ, CACNG4, PLCB1, RPS6KA3, GABRB2, KCNJ10, RASGRF1, CAMK2A, RPS6KA6, GNGT1, GABRA5, PRKAG1, PDPK1, GABRG3, CAMK2D, ADCY8, GNG2, GIT1, GABRR3, GNG7, GABBR1, GABRA1, HTR3D, CHRNA3, HTR3B, NRAS, PRKAB1, GRIA1, PLCB2"
"HOST INTERACTIONS OF HIV FACTORS%REACTOME%R-HSA-162909.3",0.126388888888889,0.551675465318426,0.434548447031746,1.24761450485053,90,125,"XPO1, RANGAP1, NUP210, AP1G1, NUP214, BANF1, NUP88, UBC, PAK2, UBB, CDK9, RAC1, CCNT1, RPS27A, TPR, SEM1, NUP54, PSMF1, LCK, CD4, SLC25A6, NPM1, AP2A2, NUP205, CUL5, NUP50, RAN, BTRC, PSME3, NUP155, RCC1, PSIP1, NUP153, NUP42, NUP62, UBA52, PSMB1, DOCK2, PSMB9, NDC1"
"EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS%REACTOME%R-HSA-168274.5",0.00964630225080386,0.4625199948519,0.709814101186045,1.67914798855781,5,30,"XPO1, HSPA1A, NUP210, NUP214, NUP88, TPR, NUP54, NUP205, NUP50, RAN, NUP155, NUP153, NUP42, NUP62, NDC1, NUP93, NUP160, RANBP2, RAE1, NUP35, NUP188"
"CA-DEPENDENT EVENTS%REACTOME%R-HSA-111996.3",0.395543175487465,0.713588935926755,-0.389358384559099,-1.03177785944253,141,35,"ADCY4, ADCY3, ADCY6, PDE1B, ADCY9, CAMKK2, PRKX, PDE1C"
"MICRORNA (MIRNA) BIOGENESIS%REACTOME%R-HSA-203927.5",0.308702791461412,0.681184749231049,0.495619556504622,1.12144251110203,187,23,"DGCR8, DROSHA, AGO2, TARBP2, RAN, AGO1, POLR2D, BCDIN3D, XPO5, POLR2C"
"MITOCHONDRIAL BIOGENESIS%REACTOME%R-HSA-1592230.4",0.411184210526316,0.721120329057446,-0.323914562556771,-1.00315872010455,124,91,"HELZ2, SIRT5, IDH2, MAPK11, MTX1, ATP5F1D, ATP5MF, MT-ATP6, NR1D1, ACSS2, MT-ATP8, PPARGC1B, ALAS1, MICOS10, ATP5ME, CYCS, TGS1, ATP5MC1, APOO, POLRMT, ESRRA, NRF1, HCFC1, ATP5F1E, PPRC1, ATP5PD"
"CREATION OF C4 AND C2 ACTIVATORS%REACTOME DATABASE ID RELEASE 65%166786",0.00854700854700855,0.4625199948519,0.678396902180935,1.83747217779098,5,76,"IGHG1, IGHG2, IGKC, IGHG3, IGLC2, IGLC3, C1QB, C1QA, IGLV2-14, IGKV1-5, IGHG4, IGKV1D-39, IGLV3-1, IGKV1-39, IGLV1-47, IGKV1D-33, IGLV3-25, C1QC, IGHV3-23, IGHV3-33, IGKV3-15, IGKV1-12, IGLV3-19, IGKV4-1, IGLV3-27, IGLV2-8, IGKV3-11, IGLC1, IGHV3-48, IGKV3-20, IGKV3D-20, IGLV3-21, IGLV2-11, IGHV4-39, IGHV3-7, C1S, IGLV2-23, IGHV1-2, IGLV1-44, IGKV2-28"
"INTRA-GOLGI TRAFFIC%REACTOME DATABASE ID RELEASE 65%6811438",0.0351145038167939,0.486420957056865,0.603594696140837,1.52115181896888,22,44,"BET1L, RAB39A, VPS45, RAB30, COG6, STX16, RAB33B, GOLIM4, RIC1, MAN2A1, GOSR1, MAN1A1, MAN1A2, CYTH2, ALPP, CYTH1, TRIP11, COG2, CYTH4"
"PRESYNAPTIC PHASE OF HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME DATABASE ID RELEASE 65%5693616",0.365030674846626,0.696818739129611,0.42327214315376,1.05649070742207,237,40,"NBN, ATM, RPA2, SEM1, MRE11, RAD17, XRCC2, RPA1, RAD9B, HUS1, RAD50, TOP3A, WRN, KAT5, BLM, BARD1, RAD1, BRCA2"
"COPI-DEPENDENT GOLGI-TO-ER RETROGRADE TRAFFIC%REACTOME DATABASE ID RELEASE 65%6811434",0.985569985569986,0.988556561283834,0.235787226916656,0.641897467177595,682,81,"KIF6, TMED7, ARCN1, TMED10, TMED2, KIF26B, KIF27, GBF1, KIF13B, KLC4, NBAS, SURF4, KIF2A, KIF20B, KDELR2, KIF18B, CENPE, KIF25, KIF5B, KIF21B, RINT1, COPA"
"CTNNB1 S37 MUTANTS AREN'T PHOSPHORYLATED%REACTOME%R-HSA-5358749.4",0.0915254237288136,0.530914432363072,0.676101832821488,1.38784130256731,53,15,"PPP2R5A, PPP2CB, PPP2R1B, CSNK1A1, PPP2R5C"
"TRAF6 MEDIATED INDUCTION OF NFKB AND MAP KINASES UPON TLR7 8 OR 9 ACTIVATION%REACTOME DATABASE ID RELEASE 65%975138",0.299157303370786,0.673804370232942,0.387484297261579,1.07550842208947,212,96,"TLR4, PELI2, TLR7, TAB2, MEF2A, PPP2CB, LY96, TRAF6, PPP2R1B, UBE2V1, MYD88, UBC, UBB, NLRX1, CREB1, RPS27A, MAP3K7, TNIP2, MAPKAPK3, MAPK1, RIPK2, NFKBIB, S100B, BTRC, TRAF2, APP, RPS6KA3, IKBIP, UBA52, HMGB1, MAP2K1, IRAK1, DUSP7, MEF2C"
"SIGNALING BY RAS MUTANTS%REACTOME%R-HSA-6802949.5",0.0744985673352436,0.518504935407569,-0.508084218946621,-1.39135631819735,25,42,"VCL, FN1, ARAF, VWF, TLN1"
"APC C:CDC20 MEDIATED DEGRADATION OF CYCLIN B%REACTOME%R-HSA-174048.4",0.330605564648118,0.691997599279784,0.489050874304143,1.11419077125607,201,24,"CDC16, UBC, UBB, ANAPC5, RPS27A, ANAPC15, UBA52, ANAPC10, CDC26, UBE2S, UBE2D1, CDC23, ANAPC16, CDC27"
"PRE-NOTCH TRANSCRIPTION AND TRANSLATION%REACTOME DATABASE ID RELEASE 65%1912408",0.0669710806697108,0.512973552854394,0.552201693426973,1.38584215398876,43,41,"NOTCH1, CREBBP, MAML2, TNRC6B, SNW1, NOTCH2, EP300, RBPJ, AGO2, CCND1, MAML1, KAT2B, MAMLD1, TNRC6A, H2BC5, TFDP1, AGO1, H3-3B"
"SYNTHESIS OF BILE ACIDS AND BILE SALTS VIA 7ALPHA-HYDROXYCHOLESTEROL%REACTOME DATABASE ID RELEASE 65%193368",0.610837438423645,0.788982676164778,0.398134753837958,0.900862833682119,371,23,"CYP7B1, NCOA2, CYP27A1, NCOA1, HSD17B4, RXRA, AMACR, AKR1C3, ACOX2, BAAT, SLC27A5, AKR1D1"
